snomed_code,icd10_code,icd10_description
74842002,T21.39XA,"Burn of third degree of other site of trunk, initial encounter"
21835004,T21.39XS,"Burn of third degree of other site of trunk, sequela"
21835004,T21.51XS,"Corrosion of first degree of chest wall, sequela"
211793001,T21.70XA,"Corrosion of third degree of trunk, unspecified site, initial encounter"
21835004,T21.73XS,"Corrosion of third degree of upper back, sequela"
134424008,T22.00XS,"Burn of unspecified degree of shoulder and upper limb, except wrist and hand, unspecified site, sequela"
80827001,T22.011A,"Burn of unspecified degree of right forearm, initial encounter"
16223008,T22.069D,"Burn of unspecified degree of unspecified scapular region, subsequent encounter"
134424008,T22.111S,"Burn of first degree of right forearm, sequela"
33826007,T22.121A,"Burn of first degree of right elbow, initial encounter"
134424008,T22.121S,"Burn of first degree of right elbow, sequela"
72882005,T22.151D,"Burn of first degree of right shoulder, subsequent encounter"
134424008,T22.151S,"Burn of first degree of right shoulder, sequela"
49523001,T22.191D,"Burn of first degree of multiple sites of right shoulder and upper limb, except wrist and hand, subsequent encounter"
134424008,T22.191S,"Burn of first degree of multiple sites of right shoulder and upper limb, except wrist and hand, sequela"
62738008,T22.232D,"Burn of second degree of left upper arm, subsequent encounter"
86089006,T22.242A,"Burn of second degree of left axilla, initial encounter"
57332004,T22.251A,"Burn of second degree of right shoulder, initial encounter"
14020004,T22.291A,"Burn of second degree of multiple sites of right shoulder and upper limb, except wrist and hand, initial encounter"
134424008,T22.291S,"Burn of second degree of multiple sites of right shoulder and upper limb, except wrist and hand, sequela"
26729007,T22.30XD,"Burn of third degree of shoulder and upper limb, except wrist and hand, unspecified site, subsequent encounter"
80271009,T22.311A,"Burn of third degree of right forearm, initial encounter"
80271009,T22.312D,"Burn of third degree of left forearm, subsequent encounter"
87559001,T22.321D,"Burn of third degree of right elbow, subsequent encounter"
76867002,T22.331A,"Burn of third degree of right upper arm, initial encounter"
134424008,T22.392S,"Burn of third degree of multiple sites of left shoulder and upper limb, except wrist and hand, sequela"
80827001,T22.419D,"Corrosion of unspecified degree of unspecified forearm, subsequent encounter"
84493007,T22.441A,"Corrosion of unspecified degree of right axilla, initial encounter"
57143002,T22.459A,"Corrosion of unspecified degree of unspecified shoulder, initial encounter"
16223008,T22.469A,"Corrosion of unspecified degree of unspecified scapular region, initial encounter"
33826007,T22.521D,"Corrosion of first degree of right elbow, subsequent encounter"
34554001,T22.549A,"Corrosion of first degree of unspecified axilla, initial encounter"
43635001,T22.562D,"Corrosion of first degree of left scapular region, subsequent encounter"
49523001,T22.591D,"Corrosion of first degree of multiple sites of right shoulder and upper limb, except wrist and hand, subsequent encounter"
86089006,T22.642A,"Corrosion of second degree of left axilla, initial encounter"
57332004,T22.651D,"Corrosion of second degree of right shoulder, subsequent encounter"
21835004,T22.661S,"Corrosion of second degree of right scapular region, sequela"
285236005,T22.661S,"Corrosion of second degree of right scapular region, sequela"
81152009,T22.669D,"Corrosion of second degree of unspecified scapular region, subsequent encounter"
76867002,T22.732A,"Corrosion of third degree of left upper arm, initial encounter"
10815006,T22.741D,"Corrosion of third degree of right axilla, subsequent encounter"
21835004,T22.791S,"Corrosion of third degree of multiple sites of right shoulder and upper limb, except wrist and hand, sequela"
285236005,T22.791S,"Corrosion of third degree of multiple sites of right shoulder and upper limb, except wrist and hand, sequela"
14893008,T23.009A,"Burn of unspecified degree of unspecified hand, unspecified site, initial encounter"
210937001,T23.021S,"Burn of unspecified degree of single right finger (nail) except thumb, sequela"
210937001,T23.049S,"Burn of unspecified degree of unspecified multiple fingers (nail), including thumb, sequela"
210937001,T23.051S,"Burn of unspecified degree of right palm, sequela"
3480002,T23.071A,"Burn of unspecified degree of right wrist, initial encounter"
210937001,T23.101S,"Burn of first degree of right hand, unspecified site, sequela"
14664006,T23.102A,"Burn of first degree of left hand, unspecified site, initial encounter"
211895003,T23.149D,"Burn of first degree of unspecified multiple fingers (nail), including thumb, subsequent encounter"
210937001,T23.191S,"Burn of first degree of multiple sites of right wrist and hand, sequela"
3469002,T23.211D,"Burn of second degree of right thumb (nail), subsequent encounter"
35847008,T23.271D,"Burn of second degree of right wrist, subsequent encounter"
449624001,T23.291D,"Burn of second degree of multiple sites of right wrist and hand, subsequent encounter"
449624001,T23.299D,"Burn of second degree of multiple sites of unspecified wrist and hand, subsequent encounter"
770613008,T23.322D,"Burn of third degree of single left finger (nail) except thumb, subsequent encounter"
770613008,T23.331A,"Burn of third degree of multiple right fingers (nail), not including thumb, initial encounter"
770613008,T23.331D,"Burn of third degree of multiple right fingers (nail), not including thumb, subsequent encounter"
9590000,T23.349A,"Burn of third degree of unspecified multiple fingers (nail), including thumb, initial encounter"
44807006,T23.362D,"Burn of third degree of back of left hand, subsequent encounter"
44807006,T23.369D,"Burn of third degree of back of unspecified hand, subsequent encounter"
6280008,T23.379A,"Burn of third degree of unspecified wrist, initial encounter"
438786003,T23.401A,"Corrosion of unspecified degree of right hand, unspecified site, initial encounter"
438786003,T23.402D,"Corrosion of unspecified degree of left hand, unspecified site, subsequent encounter"
64090007,T23.411A,"Corrosion of unspecified degree of right thumb (nail), initial encounter"
770610006,T23.422D,"Corrosion of unspecified degree of single left finger (nail) except thumb, subsequent encounter"
210937001,T23.461S,"Corrosion of unspecified degree of back of right hand, sequela"
211894004,T23.531D,"Corrosion of first degree of multiple right fingers (nail), not including thumb, subsequent encounter"
210937001,T23.532S,"Corrosion of first degree of multiple left fingers (nail), not including thumb, sequela"
211894004,T23.539A,"Corrosion of first degree of unspecified multiple fingers (nail), not including thumb, initial encounter"
210937001,T23.539S,"Corrosion of first degree of unspecified multiple fingers (nail), not including thumb, sequela"
211895003,T23.542A,"Corrosion of first degree of multiple left fingers (nail), including thumb, initial encounter"
210937001,T23.542S,"Corrosion of first degree of multiple left fingers (nail), including thumb, sequela"
211895003,T23.549D,"Corrosion of first degree of unspecified multiple fingers (nail), including thumb, subsequent encounter"
91146006,T23.562A,"Corrosion of first degree of back of left hand, initial encounter"
210937001,T23.649S,"Corrosion of second degree of unspecified multiple fingers (nail), including thumb, sequela"
35847008,T23.672D,"Corrosion of second degree of left wrist, subsequent encounter"
449624001,T23.699A,"Corrosion of second degree of multiple sites of unspecified wrist and hand, initial encounter"
9590000,T23.701A,"Corrosion of third degree of right hand, unspecified site, initial encounter"
9590000,T23.709A,"Corrosion of third degree of unspecified hand, unspecified site, initial encounter"
76972007,T23.712A,"Corrosion of third degree of left thumb (nail), initial encounter"
210937001,T23.712S,"Corrosion of third degree of left thumb (nail), sequela"
210937001,T23.741S,"Corrosion of third degree of multiple right fingers (nail), including thumb, sequela"
89661005,T23.751A,"Corrosion of third degree of right palm, initial encounter"
89661005,T23.751D,"Corrosion of third degree of right palm, subsequent encounter"
6280008,T23.772D,"Corrosion of third degree of left wrist, subsequent encounter"
84677008,T24.002D,"Burn of unspecified degree of unspecified site of left lower limb, except ankle and foot, subsequent encounter"
37696000,T24.039D,"Burn of unspecified degree of unspecified lower leg, subsequent encounter"
21835004,T24.092S,"Burn of unspecified degree of multiple sites of left lower limb, except ankle and foot, sequela"
210962001,T24.092S,"Burn of unspecified degree of multiple sites of left lower limb, except ankle and foot, sequela"
70250009,T24.101A,"Burn of first degree of unspecified site of right lower limb, except ankle and foot, initial encounter"
62952004,T24.121D,"Burn of first degree of right knee, subsequent encounter"
62952004,T24.129D,"Burn of first degree of unspecified knee, subsequent encounter"
89390009,T24.192D,"Burn of first degree of multiple sites of left lower limb, except ankle and foot, subsequent encounter"
52899007,T24.202A,"Burn of second degree of unspecified site of left lower limb, except ankle and foot, initial encounter"
52899007,T24.209D,"Burn of second degree of unspecified site of unspecified lower limb, except ankle and foot, subsequent encounter"
111720005,T24.299D,"Burn of second degree of multiple sites of unspecified lower limb, except ankle and foot, subsequent encounter"
10416004,T24.339A,"Burn of third degree of unspecified lower leg, initial encounter"
21835004,T24.411S,"Corrosion of unspecified degree of right thigh, sequela"
210962001,T24.411S,"Corrosion of unspecified degree of right thigh, sequela"
37696000,T24.439A,"Corrosion of unspecified degree of unspecified lower leg, initial encounter"
80183002,T24.492A,"Corrosion of unspecified degree of multiple sites of left lower limb, except ankle and foot, initial encounter"
21835004,T24.492S,"Corrosion of unspecified degree of multiple sites of left lower limb, except ankle and foot, sequela"
210962001,T24.492S,"Corrosion of unspecified degree of multiple sites of left lower limb, except ankle and foot, sequela"
20490007,T24.532D,"Corrosion of first degree of left lower leg, subsequent encounter"
21835004,T24.539S,"Corrosion of first degree of unspecified lower leg, sequela"
210962001,T24.539S,"Corrosion of first degree of unspecified lower leg, sequela"
80183002,T24.592A,"Corrosion of first degree of multiple sites of left lower limb, except ankle and foot, initial encounter"
212007001,T24.601D,"Corrosion of second degree of unspecified site of right lower limb, except ankle and foot, subsequent encounter"
21835004,T24.611S,"Corrosion of second degree of right thigh, sequela"
210962001,T24.611S,"Corrosion of second degree of right thigh, sequela"
21835004,T24.612S,"Corrosion of second degree of left thigh, sequela"
210962001,T24.612S,"Corrosion of second degree of left thigh, sequela"
66535005,T24.621A,"Corrosion of second degree of right knee, initial encounter"
66535005,T24.622A,"Corrosion of second degree of left knee, initial encounter"
21835004,T24.622S,"Corrosion of second degree of left knee, sequela"
210962001,T24.622S,"Corrosion of second degree of left knee, sequela"
66535005,T24.629A,"Corrosion of second degree of unspecified knee, initial encounter"
66535005,T24.629D,"Corrosion of second degree of unspecified knee, subsequent encounter"
21835004,T24.739S,"Corrosion of third degree of unspecified lower leg, sequela"
210962001,T24.739S,"Corrosion of third degree of unspecified lower leg, sequela"
40993007,T25.011D,"Burn of unspecified degree of right ankle, subsequent encounter"
11980003,T25.029A,"Burn of unspecified degree of unspecified foot, initial encounter"
27346001,T25.112D,"Burn of first degree of left ankle, subsequent encounter"
21835004,T25.122S,"Burn of first degree of left foot, sequela"
210962001,T25.122S,"Burn of first degree of left foot, sequela"
68628004,T25.139D,"Burn of first degree of unspecified toe(s) (nail), subsequent encounter"
77830003,T25.192A,"Burn of first degree of multiple sites of left ankle and foot, initial encounter"
21835004,T25.222S,"Burn of second degree of left foot, sequela"
210962001,T25.222S,"Burn of second degree of left foot, sequela"
28571002,T25.231D,"Burn of second degree of right toe(s) (nail), subsequent encounter"
21835004,T25.232S,"Burn of second degree of left toe(s) (nail), sequela"
210962001,T25.232S,"Burn of second degree of left toe(s) (nail), sequela"
111720005,T25.299A,"Burn of second degree of multiple sites of unspecified ankle and foot, initial encounter"
21835004,T25.299S,"Burn of second degree of multiple sites of unspecified ankle and foot, sequela"
210962001,T25.299S,"Burn of second degree of multiple sites of unspecified ankle and foot, sequela"
85052001,T25.311D,"Burn of third degree of right ankle, subsequent encounter"
85052001,T25.312A,"Burn of third degree of left ankle, initial encounter"
21835004,T25.412S,"Corrosion of unspecified degree of left ankle, sequela"
210962001,T25.412S,"Corrosion of unspecified degree of left ankle, sequela"
21835004,T25.521S,"Corrosion of first degree of right foot, sequela"
210962001,T25.521S,"Corrosion of first degree of right foot, sequela"
40986008,T25.529D,"Corrosion of first degree of unspecified foot, subsequent encounter"
62537000,T25.622D,"Corrosion of second degree of left foot, subsequent encounter"
284537006,T26.00XA,"Burn of unspecified eyelid and periocular area, initial encounter"
698780001,T26.11XD,"Burn of cornea and conjunctival sac, right eye, subsequent encounter"
274205003,T26.32XA,"Burns of other specified parts of left eye and adnexa, initial encounter"
21835004,T26.32XS,"Burns of other specified parts of left eye and adnexa, sequela"
698780001,T26.60XA,"Corrosion of cornea and conjunctival sac, unspecified eye, initial encounter"
211659009,T26.82XA,"Corrosions of other specified parts of left eye and adnexa, initial encounter"
284189009,T27.0XXA,"Burn of larynx and trachea, initial encounter"
212037005,T27.1XXD,"Burn involving larynx and trachea with lung, subsequent encounter"
21835004,T28.40XS,"Burn of unspecified internal organ, sequela"
17543009,T28.411A,"Burn of right ear drum, initial encounter"
282781004,T28.411A,"Burn of right ear drum, initial encounter"
21835004,T28.419S,"Burn of unspecified ear drum, sequela"
21835004,T28.49XS,"Burn of other internal organ, sequela"
212042002,T28.6XXD,"Corrosion of esophagus, subsequent encounter"
212082009,T31.55,Burns involving 50-59% of body surface with 50-59% third degree burns
212091008,T31.66,Burns involving 60-69% of body surface with 60-69% third degree burns
212121002,T31.95,Burns involving 90% or more of body surface with 50-59% third degree burns
212075005,T32.40,Corrosions involving 40-49% of body surface with 0% to 9% third degree corrosion
212102005,T32.74,Corrosions involving 70-79% of body surface with 40-49% third degree corrosion
212126007,T32.92,Corrosions involving 90% or more of body surface with 20-29% third degree corrosion
410703004,T33.011A,"Superficial frostbite of right ear, initial encounter"
449919001,T33.41XA,"Superficial frostbite of right arm, initial encounter"
212921001,T33.60XA,"Superficial frostbite of unspecified hip and thigh, initial encounter"
210962001,T33.811S,"Superficial frostbite of right ankle, sequela"
210962001,T33.819S,"Superficial frostbite of unspecified ankle, sequela"
210962001,T33.821S,"Superficial frostbite of right foot, sequela"
410703004,T33.90XD,"Superficial frostbite of unspecified sites, subsequent encounter"
212925005,T34.011A,"Frostbite with tissue necrosis of right ear, initial encounter"
14817008,T34.011S,"Frostbite with tissue necrosis of right ear, sequela"
14817008,T34.012S,"Frostbite with tissue necrosis of left ear, sequela"
212926006,T34.1XXD,"Frostbite with tissue necrosis of neck, subsequent encounter"
285236005,T34.40XS,"Frostbite with tissue necrosis of unspecified arm, sequela"
212930009,T34.511D,"Frostbite with tissue necrosis of right wrist, subsequent encounter"
212930009,T34.519A,"Frostbite with tissue necrosis of unspecified wrist, initial encounter"
285236005,T34.519S,"Frostbite with tissue necrosis of unspecified wrist, sequela"
285236005,T34.529S,"Frostbite with tissue necrosis of unspecified hand, sequela"
212931008,T34.62XD,"Frostbite with tissue necrosis of left hip and thigh, subsequent encounter"
212932001,T34.72XD,"Frostbite with tissue necrosis of left knee and lower leg, subsequent encounter"
212924009,T34.90XD,"Frostbite with tissue necrosis of unspecified sites, subsequent encounter"
219174008,T36.4X2S,"Poisoning by tetracyclines, intentional self-harm, sequela"
14817008,T36.4X6S,"Underdosing of tetracyclines, sequela"
55566008,T36.6X1D,"Poisoning by rifampicins, accidental (unintentional), subsequent encounter"
291676001,T36.6X1D,"Poisoning by rifampicins, accidental (unintentional), subsequent encounter"
42894006,T36.2X4A,"Poisoning by chloramphenicol group, undetermined, initial encounter"
216609004,T36.8X1A,"Poisoning by other systemic antibiotics, accidental (unintentional), initial encounter"
55566008,T36.8X1A,"Poisoning by other systemic antibiotics, accidental (unintentional), initial encounter"
276853009,T36.8X2D,"Poisoning by other systemic antibiotics, intentional self-harm, subsequent encounter"
271982007,T36.8X2D,"Poisoning by other systemic antibiotics, intentional self-harm, subsequent encounter"
431307001,T36.8X2D,"Poisoning by other systemic antibiotics, intentional self-harm, subsequent encounter"
292920009,T36.8X5D,"Adverse effect of other systemic antibiotics, subsequent encounter"
448152000,T36.96XD,"Underdosing of unspecified systemic antibiotic, subsequent encounter"
276853009,T37.1X2A,"Poisoning by antimycobacterial drugs, intentional self-harm, initial encounter"
271982007,T37.1X2A,"Poisoning by antimycobacterial drugs, intentional self-harm, initial encounter"
276853009,T37.1X2D,"Poisoning by antimycobacterial drugs, intentional self-harm, subsequent encounter"
271982007,T37.1X2D,"Poisoning by antimycobacterial drugs, intentional self-harm, subsequent encounter"
419639006,T37.8X2A,"Poisoning by other specified systemic anti-infectives and antiparasitics, intentional self-harm, initial encounter"
276853009,T37.8X2A,"Poisoning by other specified systemic anti-infectives and antiparasitics, intentional self-harm, initial encounter"
271982007,T37.8X2A,"Poisoning by other specified systemic anti-infectives and antiparasitics, intentional self-harm, initial encounter"
419639006,T37.8X4D,"Poisoning by other specified systemic anti-infectives and antiparasitics, undetermined, subsequent encounter"
219186006,T38.0X3A,"Poisoning by glucocorticoids and synthetic analogues, assault, initial encounter"
768011006,T38.2X3S,"Poisoning by antithyroid drugs, assault, sequela"
271982007,T38.7X2D,"Poisoning by androgens and anabolic congeners, intentional self-harm, subsequent encounter"
219174008,T38.802S,"Poisoning by unspecified hormones and synthetic substitutes, intentional self-harm, sequela"
51228004,T38.814A,"Poisoning by anterior pituitary [adenohypophyseal] hormones, undetermined, initial encounter"
219365001,T38.814S,"Poisoning by anterior pituitary [adenohypophyseal] hormones, undetermined, sequela"
7895008,T38.894A,"Poisoning by other hormones and synthetic substitutes, undetermined, initial encounter"
218249005,T38.901S,"Poisoning by unspecified hormone antagonists, accidental (unintentional), sequela"
55566008,T39.011A,"Poisoning by aspirin, accidental (unintentional), initial encounter"
216472002,T39.011A,"Poisoning by aspirin, accidental (unintentional), initial encounter"
7248001,T39.094A,"Poisoning by salicylates, undetermined, initial encounter"
14817008,T39.096S,"Underdosing of salicylates, sequela"
219174008,T39.1X2S,"Poisoning by 4-Aminophenol derivatives, intentional self-harm, sequela"
70273001,T39.1X2S,"Poisoning by 4-Aminophenol derivatives, intentional self-harm, sequela"
219187002,T39.1X3A,"Poisoning by 4-Aminophenol derivatives, assault, initial encounter"
70273001,T39.1X3A,"Poisoning by 4-Aminophenol derivatives, assault, initial encounter"
218608004,T39.2X5D,"Adverse effect of pyrazolone derivatives, subsequent encounter"
218249005,T39.8X1S,"Poisoning by other nonopioid analgesics and antipyretics, not elsewhere classified, accidental (unintentional), sequela"
448152000,T39.8X6A,"Underdosing of other nonopioid analgesics and antipyretics, not elsewhere classified, initial encounter"
448152000,T39.96XA,"Underdosing of unspecified nonopioid analgesic, antipyretic and antirheumatic, initial encounter"
768011006,T40.1X3S,"Poisoning by heroin, assault, sequela"
448152000,T40.2X6A,"Underdosing of other opioids, initial encounter"
216464004,T40.3X1A,"Poisoning by methadone, accidental (unintentional), initial encounter"
55566008,T40.3X1A,"Poisoning by methadone, accidental (unintentional), initial encounter"
448152000,T40.4X6A,"Underdosing of other synthetic narcotics, initial encounter"
14817008,T40.4X6S,"Underdosing of other synthetic narcotics, sequela"
55566008,T40.5X1A,"Poisoning by cocaine, accidental (unintentional), initial encounter"
216583009,T40.5X1A,"Poisoning by cocaine, accidental (unintentional), initial encounter"
448152000,T40.696A,"Underdosing of other narcotics, initial encounter"
218249005,T40.7X1S,"Poisoning by cannabis (derivatives), accidental (unintentional), sequela"
219365001,T40.7X4S,"Poisoning by cannabis (derivatives), undetermined, sequela"
276853009,T40.8X2D,"Poisoning by lysergide [LSD], intentional self-harm, subsequent encounter"
271982007,T40.8X2D,"Poisoning by lysergide [LSD], intentional self-harm, subsequent encounter"
431307001,T40.8X2D,"Poisoning by lysergide [LSD], intentional self-harm, subsequent encounter"
67893003,T40.8X2D,"Poisoning by lysergide [LSD], intentional self-harm, subsequent encounter"
219174008,T40.8X2S,"Poisoning by lysergide [LSD], intentional self-harm, sequela"
219365001,T40.8X4S,"Poisoning by lysergide [LSD], undetermined, sequela"
768011006,T40.993S,"Poisoning by other psychodysleptics [hallucinogens], assault, sequela"
292162001,T41.205A,"Adverse effect of unspecified general anesthetics, initial encounter"
448152000,T41.296A,"Underdosing of other general anesthetics, initial encounter"
241756003,T41.42XD,"Poisoning by unspecified anesthetic, intentional self-harm, subsequent encounter"
276853009,T41.42XD,"Poisoning by unspecified anesthetic, intentional self-harm, subsequent encounter"
271982007,T41.42XD,"Poisoning by unspecified anesthetic, intentional self-harm, subsequent encounter"
431307001,T41.42XD,"Poisoning by unspecified anesthetic, intentional self-harm, subsequent encounter"
212625007,T42.1X1A,"Poisoning by iminostilbenes, accidental (unintentional), initial encounter"
212625007,T42.1X4A,"Poisoning by iminostilbenes, undetermined, initial encounter"
62014003,T42.1X5A,"Adverse effect of iminostilbenes, initial encounter"
44003006,T42.3X4D,"Poisoning by barbiturates, undetermined, subsequent encounter"
448152000,T42.4X6D,"Underdosing of benzodiazepines, subsequent encounter"
219174008,T42.5X2S,"Poisoning by mixed antiepileptics, intentional self-harm, sequela"
219186006,T42.6X3D,"Poisoning by other antiepileptic and sedative-hypnotic drugs, assault, subsequent encounter"
271982007,T42.8X2A,"Poisoning by antiparkinsonism drugs and other central muscle-tone depressants, intentional self-harm, initial encounter"
271982007,T42.8X2D,"Poisoning by antiparkinsonism drugs and other central muscle-tone depressants, intentional self-harm, subsequent encounter"
448152000,T42.8X6A,"Underdosing of antiparkinsonism drugs and other central muscle-tone depressants, initial encounter"
448152000,T43.016A,"Underdosing of tricyclic antidepressants, initial encounter"
448152000,T43.026D,"Underdosing of tetracyclic antidepressants, subsequent encounter"
219174008,T43.202S,"Poisoning by unspecified antidepressants, intentional self-harm, sequela"
82276009,T43.203D,"Poisoning by unspecified antidepressants, assault, subsequent encounter"
219186006,T43.203D,"Poisoning by unspecified antidepressants, assault, subsequent encounter"
55566008,T43.4X1A,"Poisoning by butyrophenone and thiothixene neuroleptics, accidental (unintentional), initial encounter"
291121009,T43.4X1A,"Poisoning by butyrophenone and thiothixene neuroleptics, accidental (unintentional), initial encounter"
699011008,T43.4X1A,"Poisoning by butyrophenone and thiothixene neuroleptics, accidental (unintentional), initial encounter"
61438005,T43.4X3A,"Poisoning by butyrophenone and thiothixene neuroleptics, assault, initial encounter"
219186006,T43.4X3A,"Poisoning by butyrophenone and thiothixene neuroleptics, assault, initial encounter"
448152000,T43.4X6D,"Underdosing of butyrophenone and thiothixene neuroleptics, subsequent encounter"
218249005,T43.611S,"Poisoning by caffeine, accidental (unintentional), sequela"
219187002,T43.633D,"Poisoning by methylphenidate, assault, subsequent encounter"
448152000,T43.696D,"Underdosing of other psychostimulants, subsequent encounter"
276853009,T44.0X2D,"Poisoning by anticholinesterase agents, intentional self-harm, subsequent encounter"
271982007,T44.0X2D,"Poisoning by anticholinesterase agents, intentional self-harm, subsequent encounter"
291297008,T44.0X2D,"Poisoning by anticholinesterase agents, intentional self-harm, subsequent encounter"
768011006,T44.2X3S,"Poisoning by ganglionic blocking drugs, assault, sequela"
216603003,T44.6X1A,"Poisoning by alpha-adrenoreceptor antagonists, accidental (unintentional), initial encounter"
55566008,T44.6X1A,"Poisoning by alpha-adrenoreceptor antagonists, accidental (unintentional), initial encounter"
218249005,T44.7X1S,"Poisoning by beta-adrenoreceptor antagonists, accidental (unintentional), sequela"
219174008,T44.902S,"Poisoning by unspecified drugs primarily affecting the autonomic nervous system, intentional self-harm, sequela"
276853009,T45.3X2D,"Poisoning by enzymes, intentional self-harm, subsequent encounter"
111758009,T45.3X2D,"Poisoning by enzymes, intentional self-harm, subsequent encounter"
271982007,T45.3X2D,"Poisoning by enzymes, intentional self-harm, subsequent encounter"
431307001,T45.3X2D,"Poisoning by enzymes, intentional self-harm, subsequent encounter"
219187002,T45.3X3D,"Poisoning by enzymes, assault, subsequent encounter"
111758009,T45.3X3D,"Poisoning by enzymes, assault, subsequent encounter"
67438002,T45.521D,"Poisoning by antithrombotic drugs, accidental (unintentional), subsequent encounter"
448152000,T45.526D,"Underdosing of antithrombotic drugs, subsequent encounter"
219365001,T45.614S,"Poisoning by thrombolytic drug, undetermined, sequela"
448152000,T45.696A,"Underdosing of other fibrinolysis-affecting drugs, initial encounter"
14817008,T45.7X6S,"Underdosing of anticoagulant antagonist, vitamin K and other coagulants, sequela"
276853009,T45.8X2D,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, subsequent encounter"
271982007,T45.8X2D,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, subsequent encounter"
431307001,T45.8X2D,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, subsequent encounter"
219174008,T45.8X2S,"Poisoning by other primarily systemic and hematological agents, intentional self-harm, sequela"
219186006,T46.0X3A,"Poisoning by cardiac-stimulant glycosides and drugs of similar action, assault, initial encounter"
448152000,T46.2X6D,"Underdosing of other antidysrhythmic drugs, subsequent encounter"
219365001,T46.3X4S,"Poisoning by coronary vasodilators, undetermined, sequela"
293500009,T46.4X5A,"Adverse effect of angiotensin-converting-enzyme inhibitors, initial encounter"
276853009,T46.5X2D,"Poisoning by other antihypertensive drugs, intentional self-harm, subsequent encounter"
271982007,T46.5X2D,"Poisoning by other antihypertensive drugs, intentional self-harm, subsequent encounter"
431307001,T46.5X2D,"Poisoning by other antihypertensive drugs, intentional self-harm, subsequent encounter"
293495006,T46.5X5A,"Adverse effect of other antihypertensive drugs, initial encounter"
448152000,T46.5X6A,"Underdosing of other antihypertensive drugs, initial encounter"
448152000,T46.7X6A,"Underdosing of peripheral vasodilators, initial encounter"
448152000,T46.906A,"Underdosing of unspecified agents primarily affecting the cardiovascular system, initial encounter"
276853009,T47.0X2A,"Poisoning by histamine H2-receptor blockers, intentional self-harm, initial encounter"
212718008,T47.0X2A,"Poisoning by histamine H2-receptor blockers, intentional self-harm, initial encounter"
271982007,T47.0X2A,"Poisoning by histamine H2-receptor blockers, intentional self-harm, initial encounter"
431307001,T47.0X2A,"Poisoning by histamine H2-receptor blockers, intentional self-harm, initial encounter"
290428004,T47.2X2A,"Poisoning by stimulant laxatives, intentional self-harm, initial encounter"
276853009,T47.2X2A,"Poisoning by stimulant laxatives, intentional self-harm, initial encounter"
271982007,T47.2X2A,"Poisoning by stimulant laxatives, intentional self-harm, initial encounter"
431307001,T47.2X2A,"Poisoning by stimulant laxatives, intentional self-harm, initial encounter"
292135009,T47.2X5D,"Adverse effect of stimulant laxatives, subsequent encounter"
271982007,T47.3X2D,"Poisoning by saline and osmotic laxatives, intentional self-harm, subsequent encounter"
219174008,T47.3X2S,"Poisoning by saline and osmotic laxatives, intentional self-harm, sequela"
292135009,T47.3X5A,"Adverse effect of saline and osmotic laxatives, initial encounter"
290428004,T47.4X1A,"Poisoning by other laxatives, accidental (unintentional), initial encounter"
290428004,T47.4X2A,"Poisoning by other laxatives, intentional self-harm, initial encounter"
276853009,T47.4X2A,"Poisoning by other laxatives, intentional self-harm, initial encounter"
271982007,T47.4X2A,"Poisoning by other laxatives, intentional self-harm, initial encounter"
431307001,T47.4X2A,"Poisoning by other laxatives, intentional self-harm, initial encounter"
290428004,T47.4X2D,"Poisoning by other laxatives, intentional self-harm, subsequent encounter"
276853009,T47.4X2D,"Poisoning by other laxatives, intentional self-harm, subsequent encounter"
271982007,T47.4X2D,"Poisoning by other laxatives, intentional self-harm, subsequent encounter"
431307001,T47.4X2D,"Poisoning by other laxatives, intentional self-harm, subsequent encounter"
218249005,T47.5X1S,"Poisoning by digestants, accidental (unintentional), sequela"
219186006,T47.6X3D,"Poisoning by antidiarrheal drugs, assault, subsequent encounter"
292125003,T47.6X5D,"Adverse effect of antidiarrheal drugs, subsequent encounter"
218249005,T47.7X1S,"Poisoning by emetics, accidental (unintentional), sequela"
219186006,T47.8X3A,"Poisoning by other agents primarily affecting gastrointestinal system, assault, initial encounter"
7895008,T47.1X4A,"Poisoning by other antacids and anti-gastric-secretion drugs, undetermined, initial encounter"
219187002,T48.1X3A,"Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], assault, initial encounter"
768011006,T48.3X3S,"Poisoning by antitussives, assault, sequela"
276853009,T48.4X2A,"Poisoning by expectorants, intentional self-harm, initial encounter"
271982007,T48.4X2A,"Poisoning by expectorants, intentional self-harm, initial encounter"
431307001,T48.4X2A,"Poisoning by expectorants, intentional self-harm, initial encounter"
219174008,T48.4X2S,"Poisoning by expectorants, intentional self-harm, sequela"
448152000,T48.5X6A,"Underdosing of other anti-common-cold drugs, initial encounter"
14817008,T48.5X6S,"Underdosing of other anti-common-cold drugs, sequela"
219174008,T48.6X2S,"Poisoning by antiasthmatics, intentional self-harm, sequela"
448152000,T48.6X6D,"Underdosing of antiasthmatics, subsequent encounter"
14817008,T48.996S,"Underdosing of other agents primarily acting on the respiratory system, sequela"
218249005,T49.2X1S,"Poisoning by local astringents and local detergents, accidental (unintentional), sequela"
448152000,T49.2X6D,"Underdosing of local astringents and local detergents, subsequent encounter"
276853009,T49.4X2D,"Poisoning by keratolytics, keratoplastics, and other hair treatment drugs and preparations, intentional self-harm, subsequent encounter"
